,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
868,Female,Loyal Customer,39,Business travel,Business,3207,1,1,1,1,2,3,3,4,4,4,4,2,4,4,3,0.0,satisfied
869,Female,Loyal Customer,50,Business travel,Business,2845,3,1,1,1,5,4,4,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
870,Male,Loyal Customer,42,Business travel,Business,140,4,5,5,5,2,3,3,3,3,3,4,2,3,2,0,0.0,neutral or dissatisfied
871,Female,Loyal Customer,40,Business travel,Eco,251,4,2,2,2,4,4,4,4,1,3,3,3,3,4,0,7.0,satisfied
872,Female,Loyal Customer,41,Personal Travel,Eco,604,5,4,5,2,5,5,5,5,3,3,5,3,5,5,0,0.0,satisfied
873,Female,disloyal Customer,25,Business travel,Business,952,4,2,4,1,4,4,4,4,4,5,4,3,5,4,0,0.0,satisfied
874,Male,disloyal Customer,23,Business travel,Eco,1470,5,0,0,4,4,5,2,4,5,3,4,4,4,4,0,2.0,satisfied
875,Male,disloyal Customer,17,Business travel,Business,846,4,4,4,2,2,4,2,2,5,3,5,3,5,2,0,0.0,satisfied
876,Male,Loyal Customer,10,Personal Travel,Eco,1124,1,5,1,2,3,1,3,3,5,3,3,3,5,3,0,0.0,neutral or dissatisfied
877,Male,Loyal Customer,37,Business travel,Eco,596,4,4,4,4,4,5,4,4,3,5,3,2,4,4,0,0.0,satisfied
878,Male,disloyal Customer,20,Business travel,Eco,395,0,0,0,1,2,0,2,2,4,2,5,4,5,2,0,0.0,satisfied
879,Female,Loyal Customer,59,Business travel,Business,1399,4,4,4,4,4,5,4,3,3,3,3,4,3,3,2,3.0,satisfied
880,Female,Loyal Customer,30,Business travel,Business,1846,5,5,2,5,4,4,4,4,5,5,5,4,5,4,14,0.0,satisfied
881,Male,Loyal Customer,36,Business travel,Business,1464,2,2,2,2,5,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
882,Female,disloyal Customer,29,Business travel,Business,1121,2,2,2,4,2,2,2,2,3,4,5,5,5,2,0,0.0,neutral or dissatisfied
883,Female,Loyal Customer,59,Personal Travel,Eco Plus,86,2,3,2,1,4,2,3,1,1,2,1,3,1,4,0,0.0,neutral or dissatisfied
884,Female,Loyal Customer,68,Personal Travel,Business,468,0,2,0,4,5,3,3,4,4,0,4,1,4,2,0,0.0,satisfied
885,Male,Loyal Customer,61,Business travel,Business,1961,1,1,1,1,4,5,4,4,4,4,4,3,4,3,102,97.0,satisfied
886,Female,Loyal Customer,48,Personal Travel,Eco,1129,4,4,4,1,4,4,4,3,3,4,2,5,3,4,0,0.0,neutral or dissatisfied
887,Male,Loyal Customer,25,Business travel,Business,2342,1,3,1,1,4,4,4,3,1,4,2,4,1,4,46,48.0,satisfied
888,Male,Loyal Customer,8,Personal Travel,Eco,781,3,5,3,3,5,3,5,5,5,3,5,5,5,5,1,0.0,neutral or dissatisfied
889,Male,Loyal Customer,65,Personal Travel,Eco,602,2,1,2,4,5,2,5,5,4,4,4,1,4,5,0,0.0,neutral or dissatisfied
890,Male,Loyal Customer,26,Business travel,Business,1452,2,5,5,5,2,2,2,2,2,4,4,2,4,2,0,15.0,neutral or dissatisfied
891,Male,Loyal Customer,53,Business travel,Business,431,4,2,2,2,1,3,4,4,4,4,4,2,4,1,6,11.0,neutral or dissatisfied
892,Female,disloyal Customer,29,Business travel,Eco,773,2,2,2,3,4,2,4,4,1,3,3,3,4,4,4,13.0,neutral or dissatisfied
893,Female,disloyal Customer,30,Business travel,Eco,507,2,4,2,4,4,2,4,4,2,1,3,3,3,4,0,0.0,neutral or dissatisfied
894,Female,Loyal Customer,50,Business travel,Business,2283,1,5,5,5,1,2,3,1,1,2,1,1,1,4,13,5.0,neutral or dissatisfied
895,Female,Loyal Customer,31,Business travel,Business,2436,1,1,3,1,1,1,1,1,4,4,3,1,4,1,0,0.0,neutral or dissatisfied
896,Female,Loyal Customer,41,Business travel,Business,2223,4,4,5,4,3,5,5,4,4,4,4,3,4,5,10,5.0,satisfied
897,Female,Loyal Customer,44,Business travel,Eco,533,2,1,3,3,5,4,3,2,2,2,2,2,2,2,58,54.0,neutral or dissatisfied
898,Female,Loyal Customer,7,Personal Travel,Eco,399,2,3,2,3,1,2,1,1,5,3,5,1,4,1,0,0.0,neutral or dissatisfied
899,Male,Loyal Customer,59,Business travel,Business,951,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
900,Female,Loyal Customer,53,Business travel,Business,192,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
901,Male,Loyal Customer,43,Business travel,Business,1849,4,4,5,4,1,3,4,4,4,4,4,3,4,4,2,0.0,neutral or dissatisfied
902,Male,Loyal Customer,46,Business travel,Business,721,2,5,5,5,4,3,4,2,2,2,2,2,2,3,39,29.0,neutral or dissatisfied
903,Male,Loyal Customer,24,Personal Travel,Business,1092,2,2,2,4,2,2,2,2,4,5,4,4,3,2,0,0.0,neutral or dissatisfied
904,Male,Loyal Customer,39,Business travel,Business,239,3,3,3,3,3,4,2,4,4,4,4,3,4,4,0,0.0,satisfied
905,Male,disloyal Customer,37,Business travel,Business,985,1,1,1,4,5,1,5,5,3,3,5,4,4,5,2,15.0,neutral or dissatisfied
906,Female,Loyal Customer,40,Business travel,Eco,107,3,3,3,3,3,4,3,3,4,4,4,2,4,3,58,43.0,neutral or dissatisfied
907,Male,Loyal Customer,25,Personal Travel,Eco,2521,3,2,3,4,4,3,4,4,1,5,4,3,4,4,0,18.0,neutral or dissatisfied
908,Female,Loyal Customer,28,Business travel,Eco,805,5,5,5,5,5,5,5,5,4,5,2,5,5,5,0,0.0,satisfied
909,Male,Loyal Customer,44,Business travel,Business,922,1,4,4,4,5,2,2,1,1,1,1,2,1,4,0,0.0,neutral or dissatisfied
910,Female,disloyal Customer,21,Business travel,Business,1218,3,2,3,2,4,3,4,4,3,1,3,2,2,4,57,35.0,neutral or dissatisfied
911,Male,Loyal Customer,55,Business travel,Business,2945,2,2,2,2,1,4,4,2,2,3,2,3,2,2,0,8.0,neutral or dissatisfied
912,Male,Loyal Customer,17,Personal Travel,Eco,328,3,2,3,3,5,3,1,5,4,3,4,1,4,5,0,0.0,neutral or dissatisfied
913,Male,Loyal Customer,49,Business travel,Business,541,4,4,4,4,5,4,5,3,3,4,3,5,3,5,0,0.0,satisfied
914,Male,Loyal Customer,39,Business travel,Eco,488,3,4,4,4,3,3,3,3,1,2,4,3,4,3,3,12.0,neutral or dissatisfied
915,Male,Loyal Customer,38,Personal Travel,Eco,628,4,5,4,5,5,4,5,5,5,3,4,3,4,5,0,0.0,satisfied
916,Male,Loyal Customer,33,Business travel,Business,948,1,1,1,1,4,4,4,4,5,3,5,3,5,4,0,0.0,satisfied
917,Female,Loyal Customer,35,Business travel,Business,606,1,1,1,1,4,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
918,Male,disloyal Customer,45,Business travel,Business,901,3,3,3,2,4,3,1,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
919,Female,Loyal Customer,70,Business travel,Business,2437,2,3,3,3,1,4,3,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
920,Male,Loyal Customer,30,Business travel,Business,2611,3,3,2,3,4,4,4,4,5,3,4,3,4,4,11,0.0,satisfied
921,Female,disloyal Customer,42,Business travel,Eco Plus,184,3,3,3,3,5,3,5,5,1,4,5,4,1,5,0,0.0,neutral or dissatisfied
922,Female,Loyal Customer,34,Business travel,Eco Plus,1464,0,0,0,3,2,0,2,2,5,5,4,4,5,2,3,14.0,satisfied
923,Male,Loyal Customer,24,Business travel,Eco,354,4,4,2,4,4,4,3,4,3,1,1,1,2,4,0,0.0,satisfied
924,Male,Loyal Customer,39,Business travel,Business,185,2,3,3,3,4,3,4,3,3,3,2,2,3,2,105,101.0,neutral or dissatisfied
925,Male,Loyal Customer,48,Personal Travel,Eco,829,3,5,3,4,3,3,3,3,4,4,4,4,4,3,5,11.0,neutral or dissatisfied
926,Male,Loyal Customer,44,Business travel,Eco,2446,2,2,2,2,2,2,2,2,4,4,5,3,4,2,20,0.0,satisfied
927,Male,Loyal Customer,31,Business travel,Eco,395,2,1,1,1,2,2,2,2,3,5,2,3,3,2,5,7.0,neutral or dissatisfied
928,Female,Loyal Customer,37,Business travel,Business,2861,3,3,3,3,1,4,5,4,4,4,4,1,4,5,0,0.0,satisfied
929,Male,Loyal Customer,80,Business travel,Business,3247,1,5,1,1,1,1,5,4,4,4,4,2,4,5,50,37.0,satisfied
930,Male,disloyal Customer,22,Business travel,Eco,1005,5,4,4,1,4,4,5,4,3,3,4,5,5,4,0,0.0,satisfied
931,Male,Loyal Customer,52,Personal Travel,Eco,383,0,5,0,1,1,0,1,1,4,4,5,5,5,1,0,0.0,satisfied
932,Male,Loyal Customer,59,Personal Travel,Eco,420,3,3,5,3,1,5,1,1,2,5,3,3,3,1,5,29.0,neutral or dissatisfied
933,Male,Loyal Customer,69,Business travel,Business,1448,3,3,3,3,2,4,4,3,3,2,3,3,3,2,0,0.0,neutral or dissatisfied
934,Female,Loyal Customer,44,Business travel,Eco,106,5,4,4,4,5,1,3,5,5,5,5,2,5,1,0,0.0,satisfied
935,Female,Loyal Customer,14,Personal Travel,Eco,357,4,4,4,4,1,4,1,1,5,2,4,5,4,1,0,0.0,neutral or dissatisfied
936,Female,Loyal Customer,54,Business travel,Business,3968,3,3,3,3,2,4,1,5,5,5,5,5,5,5,0,0.0,satisfied
937,Female,Loyal Customer,68,Personal Travel,Eco,541,4,3,4,3,4,4,3,5,5,4,5,4,5,2,4,0.0,neutral or dissatisfied
938,Male,disloyal Customer,35,Business travel,Business,1121,4,4,4,4,5,4,5,5,3,5,3,2,3,5,10,16.0,neutral or dissatisfied
939,Male,Loyal Customer,31,Business travel,Eco,2409,5,1,1,1,5,5,5,5,3,5,5,2,2,5,0,0.0,satisfied
940,Female,Loyal Customer,54,Business travel,Eco,308,5,5,5,5,1,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
941,Female,Loyal Customer,47,Business travel,Business,1891,3,3,3,3,2,3,4,4,4,4,4,4,4,5,0,0.0,satisfied
942,Male,Loyal Customer,30,Business travel,Business,763,4,4,4,4,2,2,2,2,5,5,4,5,5,2,15,8.0,satisfied
943,Male,Loyal Customer,40,Business travel,Business,2802,2,2,2,2,2,5,4,4,4,4,4,3,4,4,31,23.0,satisfied
944,Male,Loyal Customer,46,Business travel,Business,2106,3,5,5,5,3,3,3,3,3,3,3,1,3,2,24,0.0,neutral or dissatisfied
945,Female,Loyal Customer,40,Personal Travel,Business,931,2,4,2,4,3,5,5,5,5,2,5,3,5,4,93,101.0,neutral or dissatisfied
946,Male,Loyal Customer,40,Business travel,Business,3799,2,2,5,2,2,4,5,5,5,5,5,3,5,3,81,96.0,satisfied
947,Female,Loyal Customer,29,Personal Travel,Eco,672,3,4,3,3,5,3,5,5,3,3,5,3,5,5,0,0.0,neutral or dissatisfied
948,Female,Loyal Customer,53,Business travel,Eco Plus,110,2,3,5,3,4,3,3,3,3,2,3,2,3,4,0,0.0,neutral or dissatisfied
949,Female,disloyal Customer,17,Business travel,Business,1020,0,0,0,3,4,0,4,4,4,3,5,5,4,4,11,0.0,satisfied
950,Male,Loyal Customer,27,Business travel,Business,358,1,1,3,1,5,5,5,5,5,4,4,3,4,5,0,0.0,satisfied
951,Female,Loyal Customer,77,Business travel,Business,203,4,3,3,3,5,4,3,2,2,2,4,1,2,4,0,11.0,neutral or dissatisfied
952,Male,Loyal Customer,36,Business travel,Eco Plus,818,2,3,3,3,2,2,2,2,1,1,3,3,3,2,21,37.0,neutral or dissatisfied
953,Male,Loyal Customer,43,Personal Travel,Eco,1096,3,3,3,1,3,3,3,3,5,2,2,1,3,3,68,43.0,neutral or dissatisfied
954,Female,Loyal Customer,68,Business travel,Business,2832,3,3,3,3,3,4,5,3,3,4,3,5,3,3,113,105.0,satisfied
955,Male,Loyal Customer,28,Personal Travel,Eco,296,3,5,3,2,5,3,5,5,3,4,5,3,5,5,17,13.0,neutral or dissatisfied
956,Male,disloyal Customer,25,Business travel,Eco,374,2,1,2,1,4,2,4,4,3,3,1,3,1,4,25,29.0,neutral or dissatisfied
957,Female,Loyal Customer,39,Business travel,Business,2446,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
958,Female,Loyal Customer,55,Personal Travel,Eco,993,1,4,1,1,2,4,4,3,3,1,3,3,3,4,0,0.0,neutral or dissatisfied
959,Male,Loyal Customer,58,Business travel,Business,1590,3,3,3,3,5,5,4,4,4,4,4,3,4,4,2,0.0,satisfied
960,Female,Loyal Customer,18,Business travel,Eco Plus,878,0,5,0,4,4,0,4,4,1,2,3,1,2,4,20,20.0,satisfied
961,Female,Loyal Customer,64,Business travel,Business,166,5,5,5,5,2,4,1,5,5,5,4,5,5,2,0,0.0,satisfied
962,Male,Loyal Customer,7,Personal Travel,Eco,304,4,4,4,4,5,4,5,5,4,4,3,2,2,5,0,0.0,neutral or dissatisfied
963,Male,Loyal Customer,41,Business travel,Business,2556,3,3,3,3,5,5,5,3,3,4,4,5,3,5,0,11.0,satisfied
964,Female,Loyal Customer,56,Personal Travel,Eco,948,3,3,3,3,1,4,4,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
965,Male,Loyal Customer,9,Personal Travel,Eco,1389,1,4,1,4,1,1,1,1,3,2,4,4,5,1,0,0.0,neutral or dissatisfied
966,Male,Loyal Customer,25,Personal Travel,Eco,2475,3,5,3,2,3,3,3,3,3,2,5,5,4,3,0,0.0,neutral or dissatisfied
967,Male,disloyal Customer,24,Business travel,Eco,783,1,1,1,3,4,1,1,4,1,5,3,2,2,4,0,0.0,neutral or dissatisfied
968,Female,Loyal Customer,55,Business travel,Business,764,2,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
969,Female,disloyal Customer,17,Business travel,Eco,406,3,3,3,3,4,3,4,4,2,5,3,1,4,4,40,29.0,neutral or dissatisfied
970,Female,Loyal Customer,55,Business travel,Business,1298,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
971,Male,Loyal Customer,37,Business travel,Business,2214,4,1,1,1,2,3,3,4,4,3,4,1,4,1,28,19.0,neutral or dissatisfied
972,Male,Loyal Customer,25,Business travel,Eco Plus,645,3,5,5,5,3,3,2,3,2,5,4,4,3,3,86,82.0,neutral or dissatisfied
973,Male,Loyal Customer,46,Business travel,Eco Plus,944,5,2,5,2,5,5,5,5,1,1,5,5,5,5,0,0.0,satisfied
974,Male,Loyal Customer,39,Business travel,Business,308,5,5,4,5,3,5,5,4,4,4,4,4,4,4,4,8.0,satisfied
975,Female,Loyal Customer,27,Personal Travel,Eco,651,2,2,2,3,1,2,1,1,1,5,4,2,3,1,124,114.0,neutral or dissatisfied
976,Female,disloyal Customer,21,Business travel,Eco,337,2,1,2,4,2,2,2,4,2,4,3,2,2,2,137,138.0,neutral or dissatisfied
977,Female,Loyal Customer,39,Personal Travel,Eco,119,2,2,0,3,0,3,3,2,2,3,3,3,1,3,187,191.0,neutral or dissatisfied
978,Male,Loyal Customer,64,Personal Travel,Eco,919,3,5,3,3,2,3,2,2,5,1,1,4,3,2,0,0.0,neutral or dissatisfied
979,Female,disloyal Customer,27,Business travel,Eco,259,2,5,3,4,2,3,2,2,1,1,5,4,3,2,0,0.0,neutral or dissatisfied
980,Male,disloyal Customer,37,Business travel,Eco,117,3,1,3,4,5,3,5,5,4,2,3,2,3,5,0,0.0,neutral or dissatisfied
981,Female,Loyal Customer,63,Personal Travel,Eco Plus,449,5,3,5,3,2,4,4,2,2,5,2,3,2,1,0,0.0,satisfied
982,Male,disloyal Customer,32,Business travel,Business,735,2,2,2,3,4,2,4,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
983,Female,Loyal Customer,59,Business travel,Business,201,3,3,3,3,3,4,4,3,3,4,5,3,3,3,1,0.0,satisfied
984,Female,Loyal Customer,40,Business travel,Eco Plus,896,2,1,1,1,2,2,2,2,2,5,4,3,3,2,8,10.0,neutral or dissatisfied
985,Male,Loyal Customer,57,Personal Travel,Eco,1009,3,5,3,3,4,3,4,4,3,3,5,4,4,4,26,27.0,neutral or dissatisfied
986,Male,disloyal Customer,25,Business travel,Eco,156,2,5,2,4,1,2,1,1,3,5,1,2,5,1,0,0.0,neutral or dissatisfied
987,Male,Loyal Customer,25,Personal Travel,Eco,483,3,1,3,4,5,3,5,5,4,5,4,5,5,5,5,0.0,neutral or dissatisfied
988,Male,Loyal Customer,60,Personal Travel,Eco Plus,641,3,5,3,1,5,3,5,5,3,2,5,5,5,5,7,0.0,neutral or dissatisfied
989,Male,Loyal Customer,61,Personal Travel,Eco,1532,2,1,3,3,2,3,2,2,2,5,4,1,3,2,0,0.0,neutral or dissatisfied
990,Male,Loyal Customer,15,Personal Travel,Eco,190,2,5,2,5,1,2,1,1,4,4,4,4,5,1,7,0.0,neutral or dissatisfied
991,Female,Loyal Customer,51,Business travel,Eco,409,4,2,5,2,1,2,4,4,4,4,4,3,4,3,12,6.0,satisfied
992,Female,Loyal Customer,23,Business travel,Business,236,3,4,4,4,3,3,3,3,3,5,3,3,4,3,0,0.0,neutral or dissatisfied
993,Male,Loyal Customer,45,Business travel,Business,2539,4,4,4,4,2,4,4,5,5,5,5,4,5,3,10,3.0,satisfied
994,Male,Loyal Customer,13,Personal Travel,Eco,931,5,5,5,3,4,5,4,4,4,4,5,5,4,4,0,4.0,satisfied
995,Female,disloyal Customer,31,Business travel,Business,1990,2,2,2,2,5,2,5,5,3,2,3,4,4,5,18,6.0,neutral or dissatisfied
996,Male,Loyal Customer,40,Business travel,Business,3298,3,3,3,3,2,4,5,3,3,3,3,4,3,5,0,0.0,satisfied
997,Female,Loyal Customer,47,Business travel,Business,482,2,2,2,2,5,4,5,4,4,4,4,5,4,4,9,0.0,satisfied
998,Male,Loyal Customer,15,Personal Travel,Eco Plus,1504,3,3,3,1,2,3,2,2,4,5,1,4,1,2,0,0.0,neutral or dissatisfied
999,Female,disloyal Customer,41,Business travel,Eco,601,1,4,1,3,4,1,4,4,3,1,3,4,2,4,1,0.0,neutral or dissatisfied
1000,Male,Loyal Customer,22,Personal Travel,Eco,1990,2,4,2,4,1,2,1,1,3,3,3,2,4,1,0,0.0,neutral or dissatisfied
1001,Male,Loyal Customer,30,Business travel,Business,1945,1,1,1,1,5,5,5,5,3,4,5,4,1,5,36,33.0,satisfied
1002,Male,Loyal Customer,60,Business travel,Business,1688,2,2,3,2,3,4,4,4,4,4,4,3,4,5,32,28.0,satisfied
1003,Male,Loyal Customer,39,Business travel,Business,3905,5,5,5,5,1,2,3,5,5,5,5,1,5,1,0,0.0,satisfied
1004,Male,Loyal Customer,44,Business travel,Business,302,2,2,2,2,4,4,4,5,5,5,5,4,5,4,31,22.0,satisfied
1005,Female,Loyal Customer,49,Business travel,Eco,797,2,5,5,5,2,3,4,2,2,2,2,2,2,3,29,19.0,neutral or dissatisfied
1006,Male,Loyal Customer,35,Business travel,Business,2615,5,5,5,5,2,3,5,4,4,4,4,3,4,3,0,0.0,satisfied
1007,Male,Loyal Customer,40,Personal Travel,Eco Plus,770,1,5,1,4,4,1,4,4,5,3,4,5,5,4,22,17.0,neutral or dissatisfied
1008,Male,Loyal Customer,47,Business travel,Eco,587,1,2,1,1,1,1,1,1,1,3,3,4,4,1,35,18.0,neutral or dissatisfied
1009,Female,Loyal Customer,12,Personal Travel,Eco Plus,1208,1,4,1,3,2,1,2,2,2,3,3,3,3,2,1,0.0,neutral or dissatisfied
1010,Female,Loyal Customer,50,Personal Travel,Eco,163,3,4,3,1,4,4,5,4,4,3,5,5,4,3,0,0.0,neutral or dissatisfied
1011,Male,Loyal Customer,24,Business travel,Business,542,3,3,1,3,5,5,5,5,5,3,4,4,2,5,7,9.0,satisfied
1012,Male,Loyal Customer,52,Business travel,Eco,335,5,5,5,5,5,5,5,5,3,5,4,2,4,5,0,0.0,satisfied
1013,Female,Loyal Customer,14,Personal Travel,Eco,669,1,5,1,1,5,1,5,5,4,5,5,3,5,5,53,41.0,neutral or dissatisfied
1014,Male,Loyal Customer,16,Business travel,Business,2579,2,4,4,4,2,3,2,2,3,1,3,4,4,2,0,0.0,neutral or dissatisfied
1015,Male,Loyal Customer,40,Business travel,Business,2227,5,5,5,5,4,4,5,4,4,4,4,5,4,3,15,50.0,satisfied
1016,Male,Loyal Customer,54,Business travel,Eco,746,2,4,4,4,2,2,2,2,4,5,3,3,3,2,0,0.0,neutral or dissatisfied
1017,Male,Loyal Customer,72,Business travel,Business,3712,4,4,4,4,5,3,4,4,4,3,4,1,4,4,0,0.0,neutral or dissatisfied
1018,Female,Loyal Customer,22,Business travel,Business,134,3,5,5,5,3,3,3,3,3,2,3,2,3,3,79,70.0,neutral or dissatisfied
1019,Male,Loyal Customer,24,Personal Travel,Eco,1299,2,3,2,4,5,2,5,5,1,1,2,4,3,5,1,0.0,neutral or dissatisfied
1020,Female,Loyal Customer,45,Business travel,Business,1862,2,5,5,5,3,1,2,2,2,2,2,2,2,3,31,30.0,neutral or dissatisfied
1021,Male,Loyal Customer,33,Business travel,Eco,269,4,3,3,3,4,4,4,4,5,2,2,4,3,4,0,0.0,satisfied
1022,Female,Loyal Customer,39,Business travel,Business,936,1,1,1,1,2,4,3,3,3,4,3,5,3,1,17,3.0,satisfied
1023,Male,disloyal Customer,21,Business travel,Eco,118,1,3,1,4,3,1,3,3,2,5,4,1,3,3,0,5.0,neutral or dissatisfied
1024,Male,Loyal Customer,41,Business travel,Eco,1199,3,2,2,2,3,3,3,3,4,1,3,1,4,3,4,0.0,neutral or dissatisfied
1025,Female,disloyal Customer,39,Business travel,Eco,158,2,0,2,5,2,2,2,2,5,3,4,4,1,2,0,0.0,neutral or dissatisfied
1026,Female,disloyal Customer,24,Business travel,Eco,148,2,3,1,4,2,1,2,2,1,5,1,2,2,2,3,8.0,neutral or dissatisfied
1027,Male,Loyal Customer,51,Personal Travel,Eco,576,1,4,1,1,4,1,4,4,4,5,4,4,4,4,17,24.0,neutral or dissatisfied
1028,Female,disloyal Customer,44,Business travel,Eco,391,1,5,2,3,4,2,4,4,5,2,1,1,1,4,0,2.0,neutral or dissatisfied
1029,Male,Loyal Customer,42,Business travel,Business,2711,5,5,3,5,4,5,4,4,4,4,4,4,4,4,5,18.0,satisfied
1030,Female,disloyal Customer,49,Business travel,Business,314,3,3,3,3,5,3,1,5,3,3,5,5,5,5,0,0.0,neutral or dissatisfied
1031,Male,Loyal Customer,61,Personal Travel,Eco,282,4,5,4,1,5,4,5,5,2,1,4,3,5,5,0,0.0,satisfied
1032,Female,Loyal Customer,59,Business travel,Business,1605,2,2,4,2,5,5,4,5,5,5,5,5,5,3,3,0.0,satisfied
1033,Female,Loyal Customer,43,Business travel,Business,1825,4,1,1,1,4,2,3,4,4,3,4,3,4,1,6,0.0,neutral or dissatisfied
1034,Female,Loyal Customer,48,Business travel,Business,3195,2,1,1,1,3,3,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
1035,Female,disloyal Customer,27,Business travel,Business,1303,2,2,2,3,5,2,5,5,3,2,4,3,4,5,0,0.0,neutral or dissatisfied
1036,Female,Loyal Customer,40,Business travel,Business,785,1,1,1,1,4,5,5,4,3,5,4,5,3,5,247,286.0,satisfied
1037,Male,Loyal Customer,63,Personal Travel,Eco,624,3,5,3,4,2,3,2,2,5,3,3,4,5,2,7,17.0,neutral or dissatisfied
1038,Male,disloyal Customer,16,Business travel,Eco,1616,2,2,2,3,5,2,5,5,4,2,3,3,4,5,0,0.0,neutral or dissatisfied
1039,Male,disloyal Customer,25,Business travel,Eco,1546,2,2,2,1,2,2,2,2,3,4,5,4,4,2,0,0.0,neutral or dissatisfied
1040,Male,Loyal Customer,40,Business travel,Eco,1102,1,3,3,3,1,1,1,1,2,4,3,4,4,1,0,0.0,neutral or dissatisfied
1041,Male,disloyal Customer,25,Business travel,Eco,1407,4,4,4,4,5,4,5,5,3,2,4,5,4,5,14,22.0,satisfied
1042,Female,Loyal Customer,47,Personal Travel,Business,300,2,4,3,3,5,5,4,1,1,3,1,4,1,3,0,0.0,neutral or dissatisfied
1043,Female,Loyal Customer,36,Business travel,Business,1048,4,1,1,1,5,4,3,4,4,4,4,4,4,1,0,0.0,neutral or dissatisfied
1044,Male,Loyal Customer,67,Personal Travel,Eco,1020,2,1,1,2,5,1,5,5,1,3,2,1,3,5,0,0.0,neutral or dissatisfied
1045,Male,Loyal Customer,33,Business travel,Eco,308,1,2,2,2,1,1,1,1,3,5,3,1,3,1,13,12.0,neutral or dissatisfied
1046,Female,Loyal Customer,38,Business travel,Business,2848,3,3,3,3,5,5,4,4,4,4,4,4,4,3,20,1.0,satisfied
1047,Male,Loyal Customer,46,Business travel,Business,2903,0,3,0,4,1,1,2,4,4,5,5,3,4,3,13,0.0,satisfied
1048,Female,Loyal Customer,47,Business travel,Business,500,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
1049,Male,disloyal Customer,26,Business travel,Business,806,4,4,4,5,2,4,2,2,4,2,5,5,4,2,0,0.0,satisfied
1050,Male,Loyal Customer,33,Business travel,Business,2703,2,2,2,2,4,5,4,4,5,4,5,5,5,4,0,0.0,satisfied
1051,Female,Loyal Customer,44,Business travel,Business,602,4,4,4,4,5,5,4,2,2,2,2,5,2,3,0,0.0,satisfied
1052,Female,Loyal Customer,35,Business travel,Eco,468,2,1,1,1,2,2,2,2,2,2,5,4,5,2,0,0.0,satisfied
1053,Male,Loyal Customer,54,Personal Travel,Eco,2454,3,4,2,3,5,2,5,5,4,3,4,1,4,5,0,0.0,neutral or dissatisfied
1054,Male,Loyal Customer,43,Business travel,Business,989,1,1,1,1,5,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
1055,Female,disloyal Customer,37,Business travel,Eco,1079,4,4,4,3,1,4,1,1,4,4,3,3,4,1,24,16.0,neutral or dissatisfied
1056,Female,Loyal Customer,16,Personal Travel,Eco,979,3,2,3,3,3,3,3,3,1,2,4,1,3,3,0,25.0,neutral or dissatisfied
1057,Female,Loyal Customer,58,Business travel,Business,1908,2,2,2,2,2,5,4,5,5,4,5,3,5,4,0,0.0,satisfied
1058,Female,Loyal Customer,11,Personal Travel,Eco,1072,3,2,4,3,1,4,1,1,2,3,3,2,4,1,0,0.0,neutral or dissatisfied
1059,Male,Loyal Customer,22,Business travel,Eco Plus,2475,2,5,5,5,2,2,4,2,1,3,3,2,4,2,48,77.0,neutral or dissatisfied
1060,Male,Loyal Customer,35,Personal Travel,Eco,2994,4,4,4,4,4,3,2,2,4,4,3,2,2,2,0,0.0,neutral or dissatisfied
1061,Female,Loyal Customer,71,Business travel,Business,2119,2,2,2,2,5,1,3,4,4,4,4,5,4,4,0,0.0,satisfied
1062,Male,Loyal Customer,44,Business travel,Business,3785,4,4,4,4,3,5,2,5,5,5,3,5,5,2,0,16.0,satisfied
1063,Male,Loyal Customer,50,Business travel,Business,3336,5,5,5,5,2,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
1064,Female,disloyal Customer,22,Business travel,Business,1616,4,0,4,2,2,4,2,2,5,4,3,3,4,2,0,0.0,satisfied
1065,Female,Loyal Customer,69,Personal Travel,Eco,1096,1,5,1,4,5,4,2,5,5,1,5,4,5,3,0,0.0,neutral or dissatisfied
1066,Male,Loyal Customer,48,Business travel,Business,620,3,1,4,1,3,2,2,3,3,3,3,1,3,3,13,0.0,neutral or dissatisfied
